Analysis,Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR,Time_Lag,Time_Window,Z_Threshold
same_day,p01,Exercise_Calories,fatigue,0.1137593396845622,0.3519990255724227,69,Yes,0.6655443760823119,False,False,,,
same_day,p01,Exercise_Calories,mood,-0.028005900617843,0.8193125189991411,69,Yes,0.9286917721652733,False,False,,,
same_day,p01,Exercise_Calories,readiness,0.1823544964449924,0.1336965091027298,69,Yes,0.4031327576988937,False,False,,,
same_day,p01,Exercise_Calories,sleep_quality,0.1200067171678252,0.3260039355473764,69,Yes,0.6417601596043455,False,False,,,
same_day,p01,Exercise_Calories,stress,-0.0929239662732213,0.4475963793703787,69,Yes,0.7457453556882858,False,False,,,
same_day,p01,Exercise_Avg_HR,fatigue,0.3339445590123489,0.0203581731594342,48,Yes,0.14896224263000635,True,False,,,
same_day,p01,Exercise_Avg_HR,mood,-0.0038889003306172,0.9790715282719892,48,Yes,0.9872489304603543,False,False,,,
same_day,p01,Exercise_Avg_HR,readiness,0.4217254228577901,0.0028320375543337,48,Yes,0.05540943041087674,True,False,,,
same_day,p01,Exercise_Avg_HR,sleep_quality,0.2016948213396267,0.1692171218646716,48,Yes,0.4573435726072205,False,False,,,
same_day,p01,Exercise_Avg_HR,stress,0.0368293176504134,0.8037326485626122,48,Yes,0.9264233603453292,False,False,,,
same_day,p01,Sleep_Hours,fatigue,0.0030774098922045,0.9799784446890244,69,Yes,0.9872489304603543,False,False,,,
same_day,p01,Sleep_Hours,mood,0.0781782546711644,0.5231404630314314,69,Yes,0.7997853227851772,False,False,,,
same_day,p01,Sleep_Hours,readiness,-0.1207980665392056,0.3228005264369206,69,Yes,0.6417601596043455,False,False,,,
same_day,p01,Sleep_Hours,sleep_quality,-0.0057917977731872,0.9623285264701013,69,Yes,0.9842856743500745,False,False,,,
same_day,p01,Sleep_Hours,stress,-0.1082632922615353,0.3758979326695782,69,Yes,0.6862234064961874,False,False,,,
same_day,p01,Sleep_Duration_Score,fatigue,0.0807330888995393,0.509609631581428,69,Yes,0.7935098069607012,False,False,,,
same_day,p01,Sleep_Duration_Score,mood,0.1198790648937015,0.3265225616752431,69,Yes,0.6417601596043455,False,False,,,
same_day,p01,Sleep_Duration_Score,readiness,0.0645910929783746,0.5979969497776929,69,Yes,0.832603755337902,False,False,,,
same_day,p01,Sleep_Duration_Score,sleep_quality,0.2170385899981523,0.0732386068715982,69,Yes,0.30236122102953383,False,False,,,
same_day,p01,Sleep_Duration_Score,stress,-0.201435708738664,0.0969661034639025,69,Yes,0.349077972470049,False,False,,,
same_day,p01,Deep_Sleep_Minutes,fatigue,-0.1149614409444042,0.3469000198988601,69,Yes,0.6614619023495213,False,False,,,
same_day,p01,Deep_Sleep_Minutes,mood,-0.0863420562355822,0.4805443207759631,69,Yes,0.7709267178224006,False,False,,,
same_day,p01,Deep_Sleep_Minutes,readiness,-0.2001218148402484,0.0992107411893853,69,Yes,0.3529235852586829,False,False,,,
same_day,p01,Deep_Sleep_Minutes,sleep_quality,-0.1179639153572423,0.3343662722192912,69,Yes,0.6504135667528511,False,False,,,
same_day,p01,Deep_Sleep_Minutes,stress,-0.0224964393331707,0.854422390718086,69,Yes,0.9366384307506423,False,False,,,
same_day,p01,Sleep_Restlessness,fatigue,-0.0477204985726547,0.6969976606746272,69,Yes,0.8933678923004749,False,False,,,
same_day,p01,Sleep_Restlessness,mood,-0.0153291425210891,0.9005120754140361,69,Yes,0.9583013707728135,False,False,,,
same_day,p01,Sleep_Restlessness,readiness,-0.1609902391316651,0.18633695807327,69,Yes,0.48362733420530035,False,False,,,
same_day,p01,Sleep_Restlessness,sleep_quality,-0.1118216964615354,0.360315068121217,69,Yes,0.6700073580766432,False,False,,,
same_day,p01,Sleep_Restlessness,stress,0.2127126756702014,0.0792957279427989,69,Yes,0.3143883486718899,False,False,,,
same_day,p01,Sleep_Composition,fatigue,-0.2512803450972714,0.0372782793760385,69,Yes,0.2096903214902166,True,False,,,
same_day,p01,Sleep_Composition,mood,-0.1670887761985431,0.1699837132264356,69,Yes,0.4580399458197366,False,False,,,
same_day,p01,Sleep_Composition,readiness,-0.1073679805572511,0.3798817482945671,69,Yes,0.6906940878083039,False,False,,,
same_day,p01,Sleep_Composition,sleep_quality,-0.2333807396876631,0.0536152740352371,69,Yes,0.25684079538203664,False,False,,,
same_day,p01,Sleep_Composition,stress,-0.2132315284485985,0.0785488797004018,69,Yes,0.3143883486718899,False,False,,,
same_day,p01,Sleep_Revitalization,fatigue,0.2848150516212622,0.0176928173190808,69,Yes,0.13846552684498017,True,False,,,
same_day,p01,Sleep_Revitalization,mood,-0.0794147571742091,0.5165693048092697,69,Yes,0.7988185125916542,False,False,,,
same_day,p01,Sleep_Revitalization,readiness,0.2804775575271953,0.0195786869599445,69,Yes,0.14684015219958374,True,False,,,
same_day,p01,Sleep_Revitalization,sleep_quality,0.0234705980215349,0.8481918208706118,69,Yes,0.9335252300162543,False,False,,,
same_day,p01,Sleep_Revitalization,stress,-0.0970145841785391,0.4277693206027445,69,Yes,0.726456072291699,False,False,,,
same_day,p01,Sleep_Score,fatigue,0.0835809472609641,0.4947408031835609,69,Yes,0.7808109678940229,False,False,,,
same_day,p01,Sleep_Score,mood,-0.0507795289060828,0.6786045967063382,69,Yes,0.8851117634390222,False,False,,,
same_day,p01,Sleep_Score,readiness,0.1383087544267152,0.2570685139744365,69,Yes,0.5712633643876366,False,False,,,
same_day,p01,Sleep_Score,sleep_quality,0.0297778193287436,0.8080920656869679,69,Yes,0.9264233603453292,False,False,,,
same_day,p01,Sleep_Score,stress,-0.2661822116892116,0.0270544308694749,69,Yes,0.170272641835856,True,False,,,
same_day,p02,Steps,fatigue,0.0313804033486027,0.8287275170160282,50,Yes,0.9323184566430318,False,False,,,
same_day,p02,Steps,mood,0.2453795545439092,0.0858735471605543,50,Yes,0.33061854391037576,False,False,,,
same_day,p02,Steps,readiness,0.553478565900745,3.059230299184328e-05,50,Yes,0.002503006608423541,True,True,,,
same_day,p02,Steps,sleep_quality,-0.0507637218157007,0.726263192212719,50,Yes,0.9076296729271507,False,False,,,
same_day,p02,Steps,stress,0.2041652902585188,0.1549733990850307,50,Yes,0.43710106316563624,False,False,,,
same_day,p02,Exercise_Count,fatigue,0.1389116068840837,0.3360071751985249,50,Yes,0.6504135667528511,False,False,,,
same_day,p02,Exercise_Count,mood,0.1334491866352867,0.3555369720557434,50,Yes,0.6660573335977015,False,False,,,
same_day,p02,Exercise_Count,readiness,0.266070499573437,0.061812545390984,50,Yes,0.27463097015625415,False,False,,,
same_day,p02,Exercise_Count,sleep_quality,0.1065945970862141,0.4612583037414295,50,Yes,0.7520515821871133,False,False,,,
same_day,p02,Exercise_Count,stress,0.0771891909934654,0.5941713927701249,50,Yes,0.832603755337902,False,False,,,
same_day,p02,Exercise_Duration,fatigue,0.028971156460666,0.8417015757692713,50,Yes,0.9335252300162543,False,False,,,
same_day,p02,Exercise_Duration,mood,0.089614386636805,0.5359892994058326,50,Yes,0.8098020249866139,False,False,,,
same_day,p02,Exercise_Duration,readiness,0.488601671925256,0.0003181568332435,50,Yes,0.01193088124663125,True,True,,,
same_day,p02,Exercise_Duration,sleep_quality,0.0836043074536471,0.5637831588335739,50,Yes,0.8172421456614475,False,False,,,
same_day,p02,Exercise_Duration,stress,0.0669789498330394,0.6439714226398727,50,Yes,0.8611802085822964,False,False,,,
same_day,p02,Exercise_Distance,fatigue,0.0618136245277146,0.6697862942960016,50,Yes,0.8798380211760609,False,False,,,
same_day,p02,Exercise_Distance,mood,0.144426218580686,0.3169834008925167,50,Yes,0.6353787545729733,False,False,,,
same_day,p02,Exercise_Distance,readiness,0.4922313508422883,0.0002824802837781,50,Yes,0.011185223622299999,True,True,,,
same_day,p02,Exercise_Distance,sleep_quality,0.0883235728928511,0.5419019342208806,50,Yes,0.8116963720921709,False,False,,,
same_day,p02,Exercise_Distance,stress,0.2191948041205255,0.1261640109251284,50,Yes,0.3905558119206974,False,False,,,
same_day,p02,Exercise_Calories,fatigue,0.0270455486910099,0.8521013711521924,50,Yes,0.9352332122402112,False,False,,,
same_day,p02,Exercise_Calories,mood,0.1335306076021934,0.3552408745938508,50,Yes,0.6660573335977015,False,False,,,
same_day,p02,Exercise_Calories,readiness,0.5452740040047641,4.226391389944765e-05,50,Yes,0.00292596326996176,True,True,,,
same_day,p02,Exercise_Calories,sleep_quality,0.046908720033267,0.7463291982398162,50,Yes,0.9096883708842637,False,False,,,
same_day,p02,Exercise_Calories,stress,0.067677223671793,0.6405124941877852,50,Yes,0.8611802085822964,False,False,,,
same_day,p02,Exercise_Avg_HR,fatigue,0.0170508564461802,0.9084243850241138,48,Yes,0.9596032236170217,False,False,,,
same_day,p02,Exercise_Avg_HR,mood,0.0734826759508239,0.6196439417945147,48,Yes,0.846232220608428,False,False,,,
same_day,p02,Exercise_Avg_HR,readiness,0.2273854045818304,0.1201166019767634,48,Yes,0.37931558518977915,False,False,,,
same_day,p02,Exercise_Avg_HR,sleep_quality,-0.1509338338506457,0.3058271944542184,48,Yes,0.6255556250199922,False,False,,,
same_day,p02,Exercise_Avg_HR,stress,-0.0803236345925609,0.5873311958988794,48,Yes,0.829824295618511,False,False,,,
same_day,p02,Sleep_Hours,fatigue,-0.0210100948139663,0.8860613675040164,49,Yes,0.950482992554964,False,False,,,
same_day,p02,Sleep_Hours,mood,0.0489873816885418,0.7381832994360341,49,Yes,0.9076296729271507,False,False,,,
same_day,p02,Sleep_Hours,readiness,0.1665456925087226,0.2527341605577307,49,Yes,0.5676852489168229,False,False,,,
same_day,p02,Sleep_Hours,sleep_quality,0.0696634993883431,0.6343348803147466,49,Yes,0.8570613851421912,False,False,,,
same_day,p02,Sleep_Hours,stress,0.0213362073160343,0.8843048000720019,49,Yes,0.9497306922014339,False,False,,,
same_day,p02,Sleep_Duration_Score,fatigue,-0.1359189392892397,0.3623169310420457,47,Yes,0.6709572797074921,False,False,,,
same_day,p02,Sleep_Duration_Score,mood,-0.0890055063171685,0.5518817454065592,47,Yes,0.8149362980264564,False,False,,,
same_day,p02,Sleep_Duration_Score,readiness,-0.0303687313928136,0.839418049415173,47,Yes,0.9335252300162543,False,False,,,
same_day,p02,Sleep_Duration_Score,sleep_quality,-0.0311945106565468,0.83511133731745,47,Yes,0.9335252300162543,False,False,,,
same_day,p02,Sleep_Duration_Score,stress,-0.0801795280007646,0.5921345783145203,47,Yes,0.832603755337902,False,False,,,
same_day,p02,Deep_Sleep_Minutes,fatigue,0.1298787564769646,0.3737575477921397,49,Yes,0.6850967851021874,False,False,,,
same_day,p02,Deep_Sleep_Minutes,mood,-0.1744906530124862,0.2304780446038863,49,Yes,0.5365005655458464,False,False,,,
same_day,p02,Deep_Sleep_Minutes,readiness,0.0504564297679729,0.7306232343492861,49,Yes,0.9076296729271507,False,False,,,
same_day,p02,Deep_Sleep_Minutes,sleep_quality,0.2347600909472789,0.1044443168565491,49,Yes,0.36293391957874205,False,False,,,
same_day,p02,Deep_Sleep_Minutes,stress,-0.2258255321461786,0.1187123624315114,49,Yes,0.37931558518977915,False,False,,,
same_day,p02,Sleep_Restlessness,fatigue,-0.1243718829889566,0.4048831660140239,47,Yes,0.7061915686291115,False,False,,,
same_day,p02,Sleep_Restlessness,mood,0.0471191790799311,0.7531344390853396,47,Yes,0.9096883708842637,False,False,,,
same_day,p02,Sleep_Restlessness,readiness,0.3127221033232008,0.0323399099714763,47,Yes,0.1940394598288578,True,False,,,
same_day,p02,Sleep_Restlessness,sleep_quality,0.0289759474378568,0.846692352887634,47,Yes,0.9335252300162543,False,False,,,
same_day,p02,Sleep_Restlessness,stress,0.0375770806415821,0.8019942351927869,47,Yes,0.9264233603453292,False,False,,,
same_day,p02,Sleep_Composition,fatigue,-0.029577256498927,0.8435502195800859,47,Yes,0.9335252300162543,False,False,,,
same_day,p02,Sleep_Composition,mood,-0.1117454405018789,0.4545771829747106,47,Yes,0.7483556414269483,False,False,,,
same_day,p02,Sleep_Composition,readiness,-0.1961068586260346,0.1864652055213769,47,Yes,0.48362733420530035,False,False,,,
same_day,p02,Sleep_Composition,sleep_quality,0.1789424018185088,0.2287921567326787,47,Yes,0.5351222700552771,False,False,,,
same_day,p02,Sleep_Composition,stress,-0.1067841824154178,0.4749742861976601,47,Yes,0.7674629399962192,False,False,,,
same_day,p02,Sleep_Revitalization,fatigue,-0.0814529979930993,0.5862469970320485,47,Yes,0.8295948071208233,False,False,,,
same_day,p02,Sleep_Revitalization,mood,-0.1905544246666915,0.1994951781977004,47,Yes,0.5043417426346359,False,False,,,
same_day,p02,Sleep_Revitalization,readiness,0.0492838935875786,0.7421744125425891,47,Yes,0.9076296729271507,False,False,,,
same_day,p02,Sleep_Revitalization,sleep_quality,0.2493869568183783,0.0909325274068715,47,Yes,0.34242374337315623,False,False,,,
same_day,p02,Sleep_Revitalization,stress,-0.3227944485000766,0.0268983632411282,47,Yes,0.170272641835856,True,False,,,
same_day,p02,Sleep_Score,fatigue,-0.159964793214843,0.2827922558430767,47,Yes,0.6016856507299505,False,False,,,
same_day,p02,Sleep_Score,mood,-0.2167931795283462,0.1432733926222965,47,Yes,0.4173011435600869,False,False,,,
same_day,p02,Sleep_Score,readiness,-0.0701169056412095,0.6395483409301348,47,Yes,0.8611802085822964,False,False,,,
same_day,p02,Sleep_Score,sleep_quality,0.1841848147227241,0.2152191016373177,47,Yes,0.5187809662190659,False,False,,,
same_day,p02,Sleep_Score,stress,-0.2822810654492072,0.0545544531559985,47,Yes,0.2597831102666595,False,False,,,
same_day,p03,Steps,fatigue,-0.3406435078543046,0.0338352529205941,39,Yes,0.20047739316121718,True,False,,,
same_day,p03,Steps,mood,-0.1023337206224715,0.5353156097582992,39,Yes,0.8098020249866139,False,False,,,
same_day,p03,Steps,readiness,,,39,Yes,,False,False,,,
same_day,p03,Steps,sleep_quality,,,39,Yes,,False,False,,,
same_day,p03,Steps,stress,0.0867560859887676,0.5994747038432895,39,Yes,0.832603755337902,False,False,,,
same_day,p03,Exercise_Count,fatigue,-0.2165152980441133,0.1855319894790814,39,Yes,0.48362733420530035,False,False,,,
same_day,p03,Exercise_Count,mood,-0.073394495412844,0.6570168384390491,39,Yes,0.8732061831317786,False,False,,,
same_day,p03,Exercise_Count,readiness,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Count,sleep_quality,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Count,stress,0.0905427610002655,0.5835747917349703,39,Yes,0.8271138780495642,False,False,,,
same_day,p03,Exercise_Duration,fatigue,-0.4155821165032197,0.0085118929024119,39,Yes,0.09805752877202202,True,False,,,
same_day,p03,Exercise_Duration,mood,-0.1999867683268719,0.2222148017242795,39,Yes,0.5250736288988099,False,False,,,
same_day,p03,Exercise_Duration,readiness,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Duration,sleep_quality,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Duration,stress,0.0860460590066098,0.6024768538416894,39,Yes,0.8331378632603538,False,False,,,
same_day,p03,Exercise_Distance,fatigue,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Distance,mood,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Distance,readiness,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Distance,sleep_quality,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Distance,stress,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Calories,fatigue,-0.4064944418950476,0.0102312711564265,39,Yes,0.105255225355455,True,False,,,
same_day,p03,Exercise_Calories,mood,-0.1784943554157491,0.2769530079646121,39,Yes,0.5934707313527402,False,False,,,
same_day,p03,Exercise_Calories,readiness,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Calories,sleep_quality,,,39,Yes,,False,False,,,
same_day,p03,Exercise_Calories,stress,0.0646855963973153,0.6956283248323263,39,Yes,0.8931034127661821,False,False,,,
same_day,p03,Exercise_Avg_HR,fatigue,-0.1366617004533999,0.5242806435045002,24,Yes,0.7997853227851772,False,False,,,
same_day,p03,Exercise_Avg_HR,mood,0.0506270593142009,0.814262327308516,24,Yes,0.9286917721652733,False,False,,,
same_day,p03,Exercise_Avg_HR,readiness,,,24,Yes,,False,False,,,
same_day,p03,Exercise_Avg_HR,sleep_quality,,,24,Yes,,False,False,,,
same_day,p03,Exercise_Avg_HR,stress,-0.2260937547772615,0.2880846528738611,24,Yes,0.6072041863851873,False,False,,,
same_day,p03,Sleep_Hours,fatigue,0.2459852879849126,0.2161587359246108,27,Yes,0.5187809662190659,False,False,,,
same_day,p03,Sleep_Hours,mood,-0.0192835902874244,0.923943315275576,27,Yes,0.970302198072367,False,False,,,
same_day,p03,Sleep_Hours,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Hours,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Hours,stress,0.114013274806135,0.5712244618677941,27,Yes,0.8232994101767814,False,False,,,
same_day,p03,Sleep_Duration_Score,fatigue,0.2535533511085243,0.2019076835724007,27,Yes,0.5056106690510908,False,False,,,
same_day,p03,Sleep_Duration_Score,mood,0.4469973872805474,0.0194088296264163,27,Yes,0.14678946776281235,True,False,,,
same_day,p03,Sleep_Duration_Score,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Duration_Score,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Duration_Score,stress,0.0396177111107069,0.8444572708603528,27,Yes,0.9335252300162543,False,False,,,
same_day,p03,Deep_Sleep_Minutes,fatigue,-0.0383164262151896,0.8495079593147914,27,Yes,0.9335252300162543,False,False,,,
same_day,p03,Deep_Sleep_Minutes,mood,-0.3899358378952724,0.0443589855169729,27,Yes,0.2268357213936114,True,False,,,
same_day,p03,Deep_Sleep_Minutes,readiness,,,27,Yes,,False,False,,,
same_day,p03,Deep_Sleep_Minutes,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Deep_Sleep_Minutes,stress,0.199628580581138,0.3181279929252068,27,Yes,0.6362559858504137,False,False,,,
same_day,p03,Sleep_Restlessness,fatigue,0.2672164578670452,0.1778355430718527,27,Yes,0.4707411434254925,False,False,,,
same_day,p03,Sleep_Restlessness,mood,-0.422129693784892,0.0282829845204999,27,Yes,0.175549559092758,True,False,,,
same_day,p03,Sleep_Restlessness,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Restlessness,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Restlessness,stress,-0.0662741006590099,0.7425816346539574,27,Yes,0.9076296729271507,False,False,,,
same_day,p03,Sleep_Composition,fatigue,0.3724209386350214,0.0557414130702237,27,Yes,0.2598694877925646,False,False,,,
same_day,p03,Sleep_Composition,mood,-0.009157263423887,0.9638428328695507,27,Yes,0.984629454690801,False,False,,,
same_day,p03,Sleep_Composition,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Composition,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Composition,stress,-0.2190711403735419,0.272262812414224,27,Yes,0.5848127235627724,False,False,,,
same_day,p03,Sleep_Revitalization,fatigue,-0.0441630509830249,0.8268636805183421,27,Yes,0.9313858729242903,False,False,,,
same_day,p03,Sleep_Revitalization,mood,0.0825035027905688,0.6824560524047252,27,Yes,0.8863065615645781,False,False,,,
same_day,p03,Sleep_Revitalization,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Revitalization,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Revitalization,stress,0.0475602087509498,0.813766925867458,27,Yes,0.9286917721652733,False,False,,,
same_day,p03,Sleep_Score,fatigue,0.2449738522001202,0.2181134997008426,27,Yes,0.5220602856756463,False,False,,,
same_day,p03,Sleep_Score,mood,0.3173188061057737,0.1067851049531247,27,Yes,0.3629362727865641,False,False,,,
same_day,p03,Sleep_Score,readiness,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Score,sleep_quality,,,27,Yes,,False,False,,,
same_day,p03,Sleep_Score,stress,-0.016460693626095,0.935052045818618,27,Yes,0.9731361557627841,False,False,,,
same_day,p04,Steps,fatigue,0.0056527629339995,0.9624126593645173,72,Yes,0.9842856743500745,False,False,,,
same_day,p04,Steps,mood,0.4232972274453322,0.0002116300843083,72,Yes,0.010024582940919473,True,True,,,
same_day,p04,Steps,readiness,0.1323518705068651,0.2677444094230343,72,Yes,0.5806505264595925,False,False,,,
same_day,p04,Steps,sleep_quality,0.229720102576347,0.0522375489876865,72,Yes,0.25619496796706515,False,False,,,
same_day,p04,Steps,stress,0.2652306119200524,0.0243437586817356,72,Yes,0.16598017283001545,True,False,,,
same_day,p04,Exercise_Count,fatigue,-0.0476220023954107,0.691190853386836,72,Yes,0.8919140254108158,False,False,,,
same_day,p04,Exercise_Count,mood,0.1578138617951386,0.1855121545143891,72,Yes,0.48362733420530035,False,False,,,
same_day,p04,Exercise_Count,readiness,0.0370960834391621,0.7570414110447002,72,Yes,0.9096883708842637,False,False,,,
same_day,p04,Exercise_Count,sleep_quality,0.2476647405954758,0.0359472485683605,72,Yes,0.2073879725097721,True,False,,,
same_day,p04,Exercise_Count,stress,0.2399617157938564,0.0423285590460907,72,Yes,0.22278188971626686,True,False,,,
same_day,p04,Exercise_Duration,fatigue,-0.0027417218803809,0.981764214180019,72,Yes,0.9872489304603543,False,False,,,
same_day,p04,Exercise_Duration,mood,0.0954329969464661,0.4252036797874167,72,Yes,0.7261542918570683,False,False,,,
same_day,p04,Exercise_Duration,readiness,0.0765210602511731,0.5229031264426756,72,Yes,0.7997853227851772,False,False,,,
same_day,p04,Exercise_Duration,sleep_quality,-0.0154867925199687,0.8972645651257132,72,Yes,0.9579336994224695,False,False,,,
same_day,p04,Exercise_Duration,stress,0.1464335192245696,0.2196675985049567,72,Yes,0.5230180916784684,False,False,,,
same_day,p04,Exercise_Distance,fatigue,0.0730410126299953,0.5420327995859942,72,Yes,0.8116963720921709,False,False,,,
same_day,p04,Exercise_Distance,mood,0.3133769914604018,0.0073526957191337,72,Yes,0.09190869648917126,True,False,,,
same_day,p04,Exercise_Distance,readiness,0.1994042872343636,0.0930936688746244,72,Yes,0.3427329885619387,False,False,,,
same_day,p04,Exercise_Distance,sleep_quality,0.2244683752318796,0.0580116525532098,72,Yes,0.26368932978731724,False,False,,,
same_day,p04,Exercise_Distance,stress,0.2875604242013985,0.0143134006997861,72,Yes,0.12268629171245228,True,False,,,
same_day,p04,Exercise_Calories,fatigue,0.0110837799633517,0.926375624610326,72,Yes,0.9707161981493039,False,False,,,
same_day,p04,Exercise_Calories,mood,0.1824835325637089,0.1249710312579687,72,Yes,0.3891831423258541,False,False,,,
same_day,p04,Exercise_Calories,readiness,0.1083647014895067,0.3648911849218081,72,Yes,0.6729550541590724,False,False,,,
same_day,p04,Exercise_Calories,sleep_quality,0.0959898833343795,0.4224946458456101,72,Yes,0.724418292781824,False,False,,,
same_day,p04,Exercise_Calories,stress,0.2425779492808153,0.0400635866548255,72,Yes,0.21527526452770124,True,False,,,
same_day,p04,Exercise_Avg_HR,fatigue,0.0737778981192455,0.5820481991273865,58,Yes,0.8271138780495642,False,False,,,
same_day,p04,Exercise_Avg_HR,mood,0.204758308897362,0.1231140815333518,58,Yes,0.38607203268298473,False,False,,,
same_day,p04,Exercise_Avg_HR,readiness,0.1598167928967233,0.2307793439717477,58,Yes,0.5365005655458464,False,False,,,
same_day,p04,Exercise_Avg_HR,sleep_quality,0.3047719098314524,0.0200085648873182,58,Yes,0.14882403635195357,True,False,,,
same_day,p04,Exercise_Avg_HR,stress,0.2601070846405783,0.0486233393558948,58,Yes,0.24584834505789507,True,False,,,
same_day,p04,Sleep_Hours,fatigue,0.0335868990158089,0.7794119150593529,72,Yes,0.9169666891946486,False,False,,,
same_day,p04,Sleep_Hours,mood,-0.0985604929982714,0.4101185663713967,72,Yes,0.712561215703199,False,False,,,
same_day,p04,Sleep_Hours,readiness,0.0196343556952382,0.8699649705848231,72,Yes,0.9456140984617644,False,False,,,
same_day,p04,Sleep_Hours,sleep_quality,0.1211216809473572,0.3108205835717824,72,Yes,0.6302851111490556,False,False,,,
same_day,p04,Sleep_Hours,stress,0.0633135327715399,0.5972485520157014,72,Yes,0.832603755337902,False,False,,,
same_day,p04,Sleep_Duration_Score,fatigue,0.1446039358719754,0.2289134155236463,71,Yes,0.5351222700552771,False,False,,,
same_day,p04,Sleep_Duration_Score,mood,0.0546685336040328,0.650687233874715,71,Yes,0.86758297849962,False,False,,,
same_day,p04,Sleep_Duration_Score,readiness,0.0968010105080097,0.4219340856214038,71,Yes,0.724418292781824,False,False,,,
same_day,p04,Sleep_Duration_Score,sleep_quality,0.3089724948671827,0.0087486822607009,71,Yes,0.09842267543288513,True,False,,,
same_day,p04,Sleep_Duration_Score,stress,0.1436939146075417,0.2318874666637047,71,Yes,0.5365005655458464,False,False,,,
same_day,p04,Deep_Sleep_Minutes,fatigue,0.030045016825015,0.8021735384286618,72,Yes,0.9264233603453292,False,False,,,
same_day,p04,Deep_Sleep_Minutes,mood,-0.0568646223827104,0.6351777154331573,72,Yes,0.8570613851421912,False,False,,,
same_day,p04,Deep_Sleep_Minutes,readiness,0.0893395842022159,0.4554872158049792,72,Yes,0.7483556414269483,False,False,,,
